designation,type,edi_name,manual_label,weight_lb_ft,area_sq_in,depth_in,flange_w_in,web_t_in,flange_t_in
2L7X4X1/2LLBB,2L,2L7X4X1/2LLBB,2L7X4X1/2LLBB,35.8,10.5,7.0,,,
2L7X4X1/2X3/8LLBB,2L,2L7X4X1/2X3/8LLBB,2L7X4X1/2X3/8LLBB,35.8,10.5,7.0,,,
2L7X4X1/2X3/4LLBB,2L,2L7X4X1/2X3/4LLBB,2L7X4X1/2X3/4LLBB,35.8,10.5,7.0,,,
2L7X4X7/16LLBB,2L,2L7X4X7/16LLBB,2L7X4X7/16LLBB,31.4,9.26,7.0,,,
2L7X4X7/16X3/8LLBB,2L,2L7X4X7/16X3/8LLBB,2L7X4X7/16X3/8LLBB,31.4,9.26,7.0,,,
2L7X4X7/16X3/4LLBB,2L,2L7X4X7/16X3/4LLBB,2L7X4X7/16X3/4LLBB,31.4,9.26,7.0,,,
2L7X4X3/8LLBB,2L,2L7X4X3/8LLBB,2L7X4X3/8LLBB,27.2,8.0,7.0,,,
2L7X4X3/8X3/8LLBB,2L,2L7X4X3/8X3/8LLBB,2L7X4X3/8X3/8LLBB,27.2,8.0,7.0,,,
2L7X4X3/8X3/4LLBB,2L,2L7X4X3/8X3/4LLBB,2L7X4X3/8X3/4LLBB,27.2,8.0,7.0,,,
2L6X4X7/8LLBB,2L,2L6X4X7/8LLBB,2L6X4X7/8LLBB,54.4,16.0,6.0,,,
2L6X4X7/8X3/8LLBB,2L,2L6X4X7/8X3/8LLBB,2L6X4X7/8X3/8LLBB,54.4,16.0,6.0,,,
2L6X4X7/8X3/4LLBB,2L,2L6X4X7/8X3/4LLBB,2L6X4X7/8X3/4LLBB,54.4,16.0,6.0,,,
2L6X4X3/4LLBB,2L,2L6X4X3/4LLBB,2L6X4X3/4LLBB,47.2,13.9,6.0,,,
2L6X4X3/4X3/8LLBB,2L,2L6X4X3/4X3/8LLBB,2L6X4X3/4X3/8LLBB,47.2,13.9,6.0,,,
2L6X4X3/4X3/4LLBB,2L,2L6X4X3/4X3/4LLBB,2L6X4X3/4X3/4LLBB,47.2,13.9,6.0,,,
2L6X4X5/8LLBB,2L,2L6X4X5/8LLBB,2L6X4X5/8LLBB,40.0,11.7,6.0,,,
2L6X4X5/8X3/8LLBB,2L,2L6X4X5/8X3/8LLBB,2L6X4X5/8X3/8LLBB,40.0,11.7,6.0,,,
2L6X4X5/8X3/4LLBB,2L,2L6X4X5/8X3/4LLBB,2L6X4X5/8X3/4LLBB,40.0,11.7,6.0,,,
2L6X4X9/16LLBB,2L,2L6X4X9/16LLBB,2L6X4X9/16LLBB,36.2,10.6,6.0,,,
2L6X4X9/16X3/8LLBB,2L,2L6X4X9/16X3/8LLBB,2L6X4X9/16X3/8LLBB,36.2,10.6,6.0,,,
2L6X4X9/16X3/4LLBB,2L,2L6X4X9/16X3/4LLBB,2L6X4X9/16X3/4LLBB,36.2,10.6,6.0,,,
2L6X4X1/2LLBB,2L,2L6X4X1/2LLBB,2L6X4X1/2LLBB,32.4,9.5,6.0,,,
2L6X4X1/2X3/8LLBB,2L,2L6X4X1/2X3/8LLBB,2L6X4X1/2X3/8LLBB,32.4,9.5,6.0,,,
2L6X4X1/2X3/4LLBB,2L,2L6X4X1/2X3/4LLBB,2L6X4X1/2X3/4LLBB,32.4,9.5,6.0,,,
2L6X4X7/16LLBB,2L,2L6X4X7/16LLBB,2L6X4X7/16LLBB,28.6,8.36,6.0,,,
2L6X4X7/16X3/8LLBB,2L,2L6X4X7/16X3/8LLBB,2L6X4X7/16X3/8LLBB,28.6,8.36,6.0,,,
2L6X4X7/16X3/4LLBB,2L,2L6X4X7/16X3/4LLBB,2L6X4X7/16X3/4LLBB,28.6,8.36,6.0,,,
2L6X4X3/8LLBB,2L,2L6X4X3/8LLBB,2L6X4X3/8LLBB,24.6,7.22,6.0,,,
2L6X4X3/8X3/8LLBB,2L,2L6X4X3/8X3/8LLBB,2L6X4X3/8X3/8LLBB,24.6,7.22,6.0,,,
2L6X4X3/8X3/4LLBB,2L,2L6X4X3/8X3/4LLBB,2L6X4X3/8X3/4LLBB,24.6,7.22,6.0,,,
2L6X4X5/16LLBB,2L,2L6X4X5/16LLBB,2L6X4X5/16LLBB,20.6,6.06,6.0,,,
2L6X4X5/16X3/8LLBB,2L,2L6X4X5/16X3/8LLBB,2L6X4X5/16X3/8LLBB,20.6,6.06,6.0,,,
2L6X4X5/16X3/4LLBB,2L,2L6X4X5/16X3/4LLBB,2L6X4X5/16X3/4LLBB,20.6,6.06,6.0,,,
2L6X3-1/2X1/2LLBB,2L,2L6X3-1/2X1/2LLBB,2L6X3-1/2X1/2LLBB,30.6,9.0,6.0,,,
2L6X3-1/2X1/2X3/8LLBB,2L,2L6X3-1/2X1/2X3/8LLBB,2L6X3-1/2X1/2X3/8LLBB,30.6,9.0,6.0,,,
2L6X3-1/2X1/2X3/4LLBB,2L,2L6X3-1/2X1/2X3/4LLBB,2L6X3-1/2X1/2X3/4LLBB,30.6,9.0,6.0,,,
2L6X3-1/2X3/8LLBB,2L,2L6X3-1/2X3/8LLBB,2L6X3-1/2X3/8LLBB,23.4,6.88,6.0,,,
2L6X3-1/2X3/8X3/8LLBB,2L,2L6X3-1/2X3/8X3/8LLBB,2L6X3-1/2X3/8X3/8LLBB,23.4,6.88,6.0,,,
2L6X3-1/2X3/8X3/4LLBB,2L,2L6X3-1/2X3/8X3/4LLBB,2L6X3-1/2X3/8X3/4LLBB,23.4,6.88,6.0,,,
2L6X3-1/2X5/16LLBB,2L,2L6X3-1/2X5/16LLBB,2L6X3-1/2X5/16LLBB,19.6,5.78,6.0,,,
2L6X3-1/2X5/16X3/8LLBB,2L,2L6X3-1/2X5/16X3/8LLBB,2L6X3-1/2X5/16X3/8LLBB,19.6,5.78,6.0,,,
2L6X3-1/2X5/16X3/4LLBB,2L,2L6X3-1/2X5/16X3/4LLBB,2L6X3-1/2X5/16X3/4LLBB,19.6,5.78,6.0,,,
2L5X3-1/2X3/4LLBB,2L,2L5X3-1/2X3/4LLBB,2L5X3-1/2X3/4LLBB,39.6,11.7,5.0,,,
2L5X3-1/2X3/4X3/8LLBB,2L,2L5X3-1/2X3/4X3/8LLBB,2L5X3-1/2X3/4X3/8LLBB,39.6,11.7,5.0,,,
2L5X3-1/2X3/4X3/4LLBB,2L,2L5X3-1/2X3/4X3/4LLBB,2L5X3-1/2X3/4X3/4LLBB,39.6,11.7,5.0,,,
2L5X3-1/2X5/8LLBB,2L,2L5X3-1/2X5/8LLBB,2L5X3-1/2X5/8LLBB,33.6,9.86,5.0,,,
2L5X3-1/2X5/8X3/8LLBB,2L,2L5X3-1/2X5/8X3/8LLBB,2L5X3-1/2X5/8X3/8LLBB,33.6,9.86,5.0,,,
2L5X3-1/2X5/8X3/4LLBB,2L,2L5X3-1/2X5/8X3/4LLBB,2L5X3-1/2X5/8X3/4LLBB,33.6,9.86,5.0,,,
2L5X3-1/2X1/2LLBB,2L,2L5X3-1/2X1/2LLBB,2L5X3-1/2X1/2LLBB,27.2,8.0,5.0,,,
2L5X3-1/2X1/2X3/8LLBB,2L,2L5X3-1/2X1/2X3/8LLBB,2L5X3-1/2X1/2X3/8LLBB,27.2,8.0,5.0,,,
2L5X3-1/2X1/2X3/4LLBB,2L,2L5X3-1/2X1/2X3/4LLBB,2L5X3-1/2X1/2X3/4LLBB,27.2,8.0,5.0,,,
2L5X3-1/2X3/8LLBB,2L,2L5X3-1/2X3/8LLBB,2L5X3-1/2X3/8LLBB,20.8,6.1,5.0,,,
2L5X3-1/2X3/8X3/8LLBB,2L,2L5X3-1/2X3/8X3/8LLBB,2L5X3-1/2X3/8X3/8LLBB,20.8,6.1,5.0,,,
2L5X3-1/2X3/8X3/4LLBB,2L,2L5X3-1/2X3/8X3/4LLBB,2L5X3-1/2X3/8X3/4LLBB,20.8,6.1,5.0,,,
2L5X3-1/2X5/16LLBB,2L,2L5X3-1/2X5/16LLBB,2L5X3-1/2X5/16LLBB,17.4,5.12,5.0,,,
2L5X3-1/2X5/16X3/8LLBB,2L,2L5X3-1/2X5/16X3/8LLBB,2L5X3-1/2X5/16X3/8LLBB,17.4,5.12,5.0,,,
2L5X3-1/2X5/16X3/4LLBB,2L,2L5X3-1/2X5/16X3/4LLBB,2L5X3-1/2X5/16X3/4LLBB,17.4,5.12,5.0,,,
2L5X3-1/2X1/4LLBB,2L,2L5X3-1/2X1/4LLBB,2L5X3-1/2X1/4LLBB,14.0,4.14,5.0,,,
2L5X3-1/2X1/4X3/8LLBB,2L,2L5X3-1/2X1/4X3/8LLBB,2L5X3-1/2X1/4X3/8LLBB,14.0,4.14,5.0,,,
2L5X3-1/2X1/4X3/4LLBB,2L,2L5X3-1/2X1/4X3/4LLBB,2L5X3-1/2X1/4X3/4LLBB,14.0,4.14,5.0,,,
2L5X3X1/2LLBB,2L,2L5X3X1/2LLBB,2L5X3X1/2LLBB,25.6,7.5,5.0,,,
2L5X3X1/2X3/8LLBB,2L,2L5X3X1/2X3/8LLBB,2L5X3X1/2X3/8LLBB,25.6,7.5,5.0,,,
2L5X3X1/2X3/4LLBB,2L,2L5X3X1/2X3/4LLBB,2L5X3X1/2X3/4LLBB,25.6,7.5,5.0,,,
2L5X3X7/16LLBB,2L,2L5X3X7/16LLBB,2L5X3X7/16LLBB,22.6,6.62,5.0,,,
2L5X3X7/16X3/8LLBB,2L,2L5X3X7/16X3/8LLBB,2L5X3X7/16X3/8LLBB,22.6,6.62,5.0,,,
2L5X3X7/16X3/4LLBB,2L,2L5X3X7/16X3/4LLBB,2L5X3X7/16X3/4LLBB,22.6,6.62,5.0,,,
2L5X3X3/8LLBB,2L,2L5X3X3/8LLBB,2L5X3X3/8LLBB,19.6,5.72,5.0,,,
2L5X3X3/8X3/8LLBB,2L,2L5X3X3/8X3/8LLBB,2L5X3X3/8X3/8LLBB,19.6,5.72,5.0,,,
2L5X3X3/8X3/4LLBB,2L,2L5X3X3/8X3/4LLBB,2L5X3X3/8X3/4LLBB,19.6,5.72,5.0,,,
2L5X3X5/16LLBB,2L,2L5X3X5/16LLBB,2L5X3X5/16LLBB,16.4,4.82,5.0,,,
2L5X3X5/16X3/8LLBB,2L,2L5X3X5/16X3/8LLBB,2L5X3X5/16X3/8LLBB,16.4,4.82,5.0,,,
2L5X3X5/16X3/4LLBB,2L,2L5X3X5/16X3/4LLBB,2L5X3X5/16X3/4LLBB,16.4,4.82,5.0,,,
2L5X3X1/4LLBB,2L,2L5X3X1/4LLBB,2L5X3X1/4LLBB,13.2,3.88,5.0,,,
2L5X3X1/4X3/8LLBB,2L,2L5X3X1/4X3/8LLBB,2L5X3X1/4X3/8LLBB,13.2,3.88,5.0,,,
2L5X3X1/4X3/4LLBB,2L,2L5X3X1/4X3/4LLBB,2L5X3X1/4X3/4LLBB,13.2,3.88,5.0,,,
2L4X3-1/2X1/2LLBB,2L,2L4X3-1/2X1/2LLBB,2L4X3-1/2X1/2LLBB,23.8,7.0,4.0,,,
2L4X3-1/2X1/2X3/8LLBB,2L,2L4X3-1/2X1/2X3/8LLBB,2L4X3-1/2X1/2X3/8LLBB,23.8,7.0,4.0,,,
2L4X3-1/2X1/2X3/4LLBB,2L,2L4X3-1/2X1/2X3/4LLBB,2L4X3-1/2X1/2X3/4LLBB,23.8,7.0,4.0,,,
2L4X3-1/2X3/8LLBB,2L,2L4X3-1/2X3/8LLBB,2L4X3-1/2X3/8LLBB,18.2,5.36,4.0,,,
2L4X3-1/2X3/8X3/8LLBB,2L,2L4X3-1/2X3/8X3/8LLBB,2L4X3-1/2X3/8X3/8LLBB,18.2,5.36,4.0,,,
2L4X3-1/2X3/8X3/4LLBB,2L,2L4X3-1/2X3/8X3/4LLBB,2L4X3-1/2X3/8X3/4LLBB,18.2,5.36,4.0,,,
2L4X3-1/2X5/16LLBB,2L,2L4X3-1/2X5/16LLBB,2L4X3-1/2X5/16LLBB,15.4,4.5,4.0,,,
2L4X3-1/2X5/16X3/8LLBB,2L,2L4X3-1/2X5/16X3/8LLBB,2L4X3-1/2X5/16X3/8LLBB,15.4,4.5,4.0,,,
2L4X3-1/2X5/16X3/4LLBB,2L,2L4X3-1/2X5/16X3/4LLBB,2L4X3-1/2X5/16X3/4LLBB,15.4,4.5,4.0,,,
2L4X3-1/2X1/4LLBB,2L,2L4X3-1/2X1/4LLBB,2L4X3-1/2X1/4LLBB,12.4,3.64,4.0,,,
2L4X3-1/2X1/4X3/8LLBB,2L,2L4X3-1/2X1/4X3/8LLBB,2L4X3-1/2X1/4X3/8LLBB,12.4,3.64,4.0,,,
2L4X3-1/2X1/4X3/4LLBB,2L,2L4X3-1/2X1/4X3/4LLBB,2L4X3-1/2X1/4X3/4LLBB,12.4,3.64,4.0,,,
2L4X3X5/8LLBB,2L,2L4X3X5/8LLBB,2L4X3X5/8LLBB,27.2,7.98,4.0,,,
2L4X3X5/8X3/8LLBB,2L,2L4X3X5/8X3/8LLBB,2L4X3X5/8X3/8LLBB,27.2,7.98,4.0,,,
2L4X3X5/8X3/4LLBB,2L,2L4X3X5/8X3/4LLBB,2L4X3X5/8X3/4LLBB,27.2,7.98,4.0,,,
2L4X3X1/2LLBB,2L,2L4X3X1/2LLBB,2L4X3X1/2LLBB,22.2,6.5,4.0,,,
2L4X3X1/2X3/8LLBB,2L,2L4X3X1/2X3/8LLBB,2L4X3X1/2X3/8LLBB,22.2,6.5,4.0,,,
2L4X3X1/2X3/4LLBB,2L,2L4X3X1/2X3/4LLBB,2L4X3X1/2X3/4LLBB,22.2,6.5,4.0,,,
2L4X3X3/8LLBB,2L,2L4X3X3/8LLBB,2L4X3X3/8LLBB,17.0,4.98,4.0,,,
2L4X3X3/8X3/8LLBB,2L,2L4X3X3/8X3/8LLBB,2L4X3X3/8X3/8LLBB,17.0,4.98,4.0,,,
2L4X3X3/8X3/4LLBB,2L,2L4X3X3/8X3/4LLBB,2L4X3X3/8X3/4LLBB,17.0,4.98,4.0,,,
2L4X3X5/16LLBB,2L,2L4X3X5/16LLBB,2L4X3X5/16LLBB,14.4,4.18,4.0,,,
2L4X3X5/16X3/8LLBB,2L,2L4X3X5/16X3/8LLBB,2L4X3X5/16X3/8LLBB,14.4,4.18,4.0,,,
2L4X3X5/16X3/4LLBB,2L,2L4X3X5/16X3/4LLBB,2L4X3X5/16X3/4LLBB,14.4,4.18,4.0,,,
2L4X3X1/4LLBB,2L,2L4X3X1/4LLBB,2L4X3X1/4LLBB,11.6,3.38,4.0,,,
2L4X3X1/4X3/8LLBB,2L,2L4X3X1/4X3/8LLBB,2L4X3X1/4X3/8LLBB,11.6,3.38,4.0,,,
2L4X3X1/4X3/4LLBB,2L,2L4X3X1/4X3/4LLBB,2L4X3X1/4X3/4LLBB,11.6,3.38,4.0,,,
2L3-1/2X3X1/2LLBB,2L,2L3-1/2X3X1/2LLBB,2L3-1/2X3X1/2LLBB,20.4,6.04,3.5,,,
2L3-1/2X3X1/2X3/8LLBB,2L,2L3-1/2X3X1/2X3/8LLBB,2L3-1/2X3X1/2X3/8LLBB,20.4,6.04,3.5,,,
2L3-1/2X3X1/2X3/4LLBB,2L,2L3-1/2X3X1/2X3/4LLBB,2L3-1/2X3X1/2X3/4LLBB,20.4,6.04,3.5,,,
2L3-1/2X3X7/16LLBB,2L,2L3-1/2X3X7/16LLBB,2L3-1/2X3X7/16LLBB,18.2,5.34,3.5,,,
2L3-1/2X3X7/16X3/8LLBB,2L,2L3-1/2X3X7/16X3/8LLBB,2L3-1/2X3X7/16X3/8LLBB,18.2,5.34,3.5,,,
2L3-1/2X3X7/16X3/4LLBB,2L,2L3-1/2X3X7/16X3/4LLBB,2L3-1/2X3X7/16X3/4LLBB,18.2,5.34,3.5,,,
2L3-1/2X3X3/8LLBB,2L,2L3-1/2X3X3/8LLBB,2L3-1/2X3X3/8LLBB,15.8,4.64,3.5,,,
2L3-1/2X3X3/8X3/8LLBB,2L,2L3-1/2X3X3/8X3/8LLBB,2L3-1/2X3X3/8X3/8LLBB,15.8,4.64,3.5,,,
2L3-1/2X3X3/8X3/4LLBB,2L,2L3-1/2X3X3/8X3/4LLBB,2L3-1/2X3X3/8X3/4LLBB,15.8,4.64,3.5,,,
2L3-1/2X3X5/16LLBB,2L,2L3-1/2X3X5/16LLBB,2L3-1/2X3X5/16LLBB,13.2,3.9,3.5,,,
2L3-1/2X3X5/16X3/8LLBB,2L,2L3-1/2X3X5/16X3/8LLBB,2L3-1/2X3X5/16X3/8LLBB,13.2,3.9,3.5,,,
2L3-1/2X3X5/16X3/4LLBB,2L,2L3-1/2X3X5/16X3/4LLBB,2L3-1/2X3X5/16X3/4LLBB,13.2,3.9,3.5,,,
2L3-1/2X3X1/4LLBB,2L,2L3-1/2X3X1/4LLBB,2L3-1/2X3X1/4LLBB,10.8,3.16,3.5,,,
2L3-1/2X3X1/4X3/8LLBB,2L,2L3-1/2X3X1/4X3/8LLBB,2L3-1/2X3X1/4X3/8LLBB,10.8,3.16,3.5,,,
2L3-1/2X3X1/4X3/4LLBB,2L,2L3-1/2X3X1/4X3/4LLBB,2L3-1/2X3X1/4X3/4LLBB,10.8,3.16,3.5,,,
2L3-1/2X2-1/2X1/2LLBB,2L,2L3-1/2X2-1/2X1/2LLBB,2L3-1/2X2-1/2X1/2LLBB,18.8,5.54,3.5,,,
2L3-1/2X2-1/2X1/2X3/8LLBB,2L,2L3-1/2X2-1/2X1/2X3/8LLBB,2L3-1/2X2-1/2X1/2X3/8LLBB,18.8,5.54,3.5,,,
2L3-1/2X2-1/2X1/2X3/4LLBB,2L,2L3-1/2X2-1/2X1/2X3/4LLBB,2L3-1/2X2-1/2X1/2X3/4LLBB,18.8,5.54,3.5,,,
2L3-1/2X2-1/2X3/8LLBB,2L,2L3-1/2X2-1/2X3/8LLBB,2L3-1/2X2-1/2X3/8LLBB,14.4,4.24,3.5,,,
2L3-1/2X2-1/2X3/8X3/8LLBB,2L,2L3-1/2X2-1/2X3/8X3/8LLBB,2L3-1/2X2-1/2X3/8X3/8LLBB,14.4,4.24,3.5,,,
2L3-1/2X2-1/2X3/8X3/4LLBB,2L,2L3-1/2X2-1/2X3/8X3/4LLBB,2L3-1/2X2-1/2X3/8X3/4LLBB,14.4,4.24,3.5,,,
2L3-1/2X2-1/2X5/16LLBB,2L,2L3-1/2X2-1/2X5/16LLBB,2L3-1/2X2-1/2X5/16LLBB,12.2,3.58,3.5,,,
2L3-1/2X2-1/2X5/16X3/8LLBB,2L,2L3-1/2X2-1/2X5/16X3/8LLBB,2L3-1/2X2-1/2X5/16X3/8LLBB,12.2,3.58,3.5,,,
2L3-1/2X2-1/2X5/16X3/4LLBB,2L,2L3-1/2X2-1/2X5/16X3/4LLBB,2L3-1/2X2-1/2X5/16X3/4LLBB,12.2,3.58,3.5,,,
2L3-1/2X2-1/2X1/4LLBB,2L,2L3-1/2X2-1/2X1/4LLBB,2L3-1/2X2-1/2X1/4LLBB,9.8,2.9,3.5,,,
2L3-1/2X2-1/2X1/4X3/8LLBB,2L,2L3-1/2X2-1/2X1/4X3/8LLBB,2L3-1/2X2-1/2X1/4X3/8LLBB,9.8,2.9,3.5,,,
2L3-1/2X2-1/2X1/4X3/4LLBB,2L,2L3-1/2X2-1/2X1/4X3/4LLBB,2L3-1/2X2-1/2X1/4X3/4LLBB,9.8,2.9,3.5,,,
2L3X2-1/2X1/2LLBB,2L,2L3X2-1/2X1/2LLBB,2L3X2-1/2X1/2LLBB,17.0,5.0,3.0,,,
2L3X2-1/2X1/2X3/8LLBB,2L,2L3X2-1/2X1/2X3/8LLBB,2L3X2-1/2X1/2X3/8LLBB,17.0,5.0,3.0,,,
2L3X2-1/2X1/2X3/4LLBB,2L,2L3X2-1/2X1/2X3/4LLBB,2L3X2-1/2X1/2X3/4LLBB,17.0,5.0,3.0,,,
2L3X2-1/2X7/16LLBB,2L,2L3X2-1/2X7/16LLBB,2L3X2-1/2X7/16LLBB,15.2,4.44,3.0,,,
2L3X2-1/2X7/16X3/8LLBB,2L,2L3X2-1/2X7/16X3/8LLBB,2L3X2-1/2X7/16X3/8LLBB,15.2,4.44,3.0,,,
2L3X2-1/2X7/16X3/4LLBB,2L,2L3X2-1/2X7/16X3/4LLBB,2L3X2-1/2X7/16X3/4LLBB,15.2,4.44,3.0,,,
2L3X2-1/2X3/8LLBB,2L,2L3X2-1/2X3/8LLBB,2L3X2-1/2X3/8LLBB,13.2,3.86,3.0,,,
2L3X2-1/2X3/8X3/8LLBB,2L,2L3X2-1/2X3/8X3/8LLBB,2L3X2-1/2X3/8X3/8LLBB,13.2,3.86,3.0,,,
2L3X2-1/2X3/8X3/4LLBB,2L,2L3X2-1/2X3/8X3/4LLBB,2L3X2-1/2X3/8X3/4LLBB,13.2,3.86,3.0,,,
2L3X2-1/2X5/16LLBB,2L,2L3X2-1/2X5/16LLBB,2L3X2-1/2X5/16LLBB,11.2,3.26,3.0,,,
2L3X2-1/2X5/16X3/8LLBB,2L,2L3X2-1/2X5/16X3/8LLBB,2L3X2-1/2X5/16X3/8LLBB,11.2,3.26,3.0,,,
2L3X2-1/2X5/16X3/4LLBB,2L,2L3X2-1/2X5/16X3/4LLBB,2L3X2-1/2X5/16X3/4LLBB,11.2,3.26,3.0,,,
2L3X2-1/2X1/4LLBB,2L,2L3X2-1/2X1/4LLBB,2L3X2-1/2X1/4LLBB,9.0,2.64,3.0,,,
2L3X2-1/2X1/4X3/8LLBB,2L,2L3X2-1/2X1/4X3/8LLBB,2L3X2-1/2X1/4X3/8LLBB,9.0,2.64,3.0,,,
2L3X2-1/2X1/4X3/4LLBB,2L,2L3X2-1/2X1/4X3/4LLBB,2L3X2-1/2X1/4X3/4LLBB,9.0,2.64,3.0,,,
2L3X2-1/2X3/16LLBB,2L,2L3X2-1/2X3/16LLBB,2L3X2-1/2X3/16LLBB,6.78,2.0,3.0,,,
2L3X2-1/2X3/16X3/8LLBB,2L,2L3X2-1/2X3/16X3/8LLBB,2L3X2-1/2X3/16X3/8LLBB,6.78,2.0,3.0,,,
2L3X2-1/2X3/16X3/4LLBB,2L,2L3X2-1/2X3/16X3/4LLBB,2L3X2-1/2X3/16X3/4LLBB,6.78,2.0,3.0,,,
2L3X2X1/2LLBB,2L,2L3X2X1/2LLBB,2L3X2X1/2LLBB,15.4,4.52,3.0,,,
2L3X2X1/2X3/8LLBB,2L,2L3X2X1/2X3/8LLBB,2L3X2X1/2X3/8LLBB,15.4,4.52,3.0,,,
2L3X2X1/2X3/4LLBB,2L,2L3X2X1/2X3/4LLBB,2L3X2X1/2X3/4LLBB,15.4,4.52,3.0,,,
2L3X2X3/8LLBB,2L,2L3X2X3/8LLBB,2L3X2X3/8LLBB,11.8,3.5,3.0,,,
2L3X2X3/8X3/8LLBB,2L,2L3X2X3/8X3/8LLBB,2L3X2X3/8X3/8LLBB,11.8,3.5,3.0,,,
2L3X2X3/8X3/4LLBB,2L,2L3X2X3/8X3/4LLBB,2L3X2X3/8X3/4LLBB,11.8,3.5,3.0,,,
2L3X2X5/16LLBB,2L,2L3X2X5/16LLBB,2L3X2X5/16LLBB,10.0,2.96,3.0,,,
2L3X2X5/16X3/8LLBB,2L,2L3X2X5/16X3/8LLBB,2L3X2X5/16X3/8LLBB,10.0,2.96,3.0,,,
2L3X2X5/16X3/4LLBB,2L,2L3X2X5/16X3/4LLBB,2L3X2X5/16X3/4LLBB,10.0,2.96,3.0,,,
2L3X2X1/4LLBB,2L,2L3X2X1/4LLBB,2L3X2X1/4LLBB,8.2,2.4,3.0,,,
2L3X2X1/4X3/8LLBB,2L,2L3X2X1/4X3/8LLBB,2L3X2X1/4X3/8LLBB,8.2,2.4,3.0,,,
2L3X2X1/4X3/4LLBB,2L,2L3X2X1/4X3/4LLBB,2L3X2X1/4X3/4LLBB,8.2,2.4,3.0,,,
2L3X2X3/16LLBB,2L,2L3X2X3/16LLBB,2L3X2X3/16LLBB,6.14,1.83,3.0,,,
2L3X2X3/16X3/8LLBB,2L,2L3X2X3/16X3/8LLBB,2L3X2X3/16X3/8LLBB,6.14,1.83,3.0,,,
2L3X2X3/16X3/4LLBB,2L,2L3X2X3/16X3/4LLBB,2L3X2X3/16X3/4LLBB,6.14,1.83,3.0,,,
2L2-1/2X2X3/8LLBB,2L,2L2-1/2X2X3/8LLBB,2L2-1/2X2X3/8LLBB,10.6,3.1,2.5,,,
2L2-1/2X2X3/8X3/8LLBB,2L,2L2-1/2X2X3/8X3/8LLBB,2L2-1/2X2X3/8X3/8LLBB,10.6,3.1,2.5,,,
2L2-1/2X2X3/8X3/4LLBB,2L,2L2-1/2X2X3/8X3/4LLBB,2L2-1/2X2X3/8X3/4LLBB,10.6,3.1,2.5,,,
2L2-1/2X2X5/16LLBB,2L,2L2-1/2X2X5/16LLBB,2L2-1/2X2X5/16LLBB,9.0,2.64,2.5,,,
2L2-1/2X2X5/16X3/8LLBB,2L,2L2-1/2X2X5/16X3/8LLBB,2L2-1/2X2X5/16X3/8LLBB,9.0,2.64,2.5,,,
2L2-1/2X2X5/16X3/4LLBB,2L,2L2-1/2X2X5/16X3/4LLBB,2L2-1/2X2X5/16X3/4LLBB,9.0,2.64,2.5,,,
2L2-1/2X2X1/4LLBB,2L,2L2-1/2X2X1/4LLBB,2L2-1/2X2X1/4LLBB,7.24,2.14,2.5,,,
2L2-1/2X2X1/4X3/8LLBB,2L,2L2-1/2X2X1/4X3/8LLBB,2L2-1/2X2X1/4X3/8LLBB,7.24,2.14,2.5,,,
2L2-1/2X2X1/4X3/4LLBB,2L,2L2-1/2X2X1/4X3/4LLBB,2L2-1/2X2X1/4X3/4LLBB,7.24,2.14,2.5,,,
2L2-1/2X2X3/16LLBB,2L,2L2-1/2X2X3/16LLBB,2L2-1/2X2X3/16LLBB,5.5,1.64,2.5,,,
2L2-1/2X2X3/16X3/8LLBB,2L,2L2-1/2X2X3/16X3/8LLBB,2L2-1/2X2X3/16X3/8LLBB,5.5,1.64,2.5,,,
2L2-1/2X2X3/16X3/4LLBB,2L,2L2-1/2X2X3/16X3/4LLBB,2L2-1/2X2X3/16X3/4LLBB,5.5,1.64,2.5,,,
2L2-1/2X1-1/2X1/4LLBB,2L,2L2-1/2X1-1/2X1/4LLBB,2L2-1/2X1-1/2X1/4LLBB,6.38,1.89,2.5,,,
2L2-1/2X1-1/2X1/4X3/8LLBB,2L,2L2-1/2X1-1/2X1/4X3/8LLBB,2L2-1/2X1-1/2X1/4X3/8LLBB,6.38,1.89,2.5,,,
2L2-1/2X1-1/2X1/4X3/4LLBB,2L,2L2-1/2X1-1/2X1/4X3/4LLBB,2L2-1/2X1-1/2X1/4X3/4LLBB,6.38,1.89,2.5,,,
2L2-1/2X1-1/2X3/16LLBB,2L,2L2-1/2X1-1/2X3/16LLBB,2L2-1/2X1-1/2X3/16LLBB,4.88,1.45,2.5,,,
2L2-1/2X1-1/2X3/16X3/8LLBB,2L,2L2-1/2X1-1/2X3/16X3/8LLBB,2L2-1/2X1-1/2X3/16X3/8LLBB,4.88,1.45,2.5,,,
2L2-1/2X1-1/2X3/16X3/4LLBB,2L,2L2-1/2X1-1/2X3/16X3/4LLBB,2L2-1/2X1-1/2X3/16X3/4LLBB,4.88,1.45,2.5,,,
2L8X6X1SLBB,2L,2L8X6X1SLBB,2L8X6X1SLBB,88.4,26.2,6.0,,,
2L8X6X1X3/8SLBB,2L,2L8X6X1X3/8SLBB,2L8X6X1X3/8SLBB,88.4,26.2,6.0,,,
2L8X6X1X3/4SLBB,2L,2L8X6X1X3/4SLBB,2L8X6X1X3/4SLBB,88.4,26.2,6.0,,,
2L8X6X7/8SLBB,2L,2L8X6X7/8SLBB,2L8X6X7/8SLBB,78.2,23.0,6.0,,,
