designation,type,edi_name,manual_label,weight_lb_ft,area_sq_in,depth_in,flange_w_in,web_t_in,flange_t_in
2L3X2-1/2X3/16SLBB,2L,2L3X2-1/2X3/16SLBB,2L3X2-1/2X3/16SLBB,6.78,2.0,2.5,,,
2L3X2-1/2X3/16X3/8SLBB,2L,2L3X2-1/2X3/16X3/8SLBB,2L3X2-1/2X3/16X3/8SLBB,6.78,2.0,2.5,,,
2L3X2-1/2X3/16X3/4SLBB,2L,2L3X2-1/2X3/16X3/4SLBB,2L3X2-1/2X3/16X3/4SLBB,6.78,2.0,2.5,,,
2L3X2X1/2SLBB,2L,2L3X2X1/2SLBB,2L3X2X1/2SLBB,15.4,4.52,2.0,,,
2L3X2X1/2X3/8SLBB,2L,2L3X2X1/2X3/8SLBB,2L3X2X1/2X3/8SLBB,15.4,4.52,2.0,,,
2L3X2X1/2X3/4SLBB,2L,2L3X2X1/2X3/4SLBB,2L3X2X1/2X3/4SLBB,15.4,4.52,2.0,,,
2L3X2X3/8SLBB,2L,2L3X2X3/8SLBB,2L3X2X3/8SLBB,11.8,3.5,2.0,,,
2L3X2X3/8X3/8SLBB,2L,2L3X2X3/8X3/8SLBB,2L3X2X3/8X3/8SLBB,11.8,3.5,2.0,,,
2L3X2X3/8X3/4SLBB,2L,2L3X2X3/8X3/4SLBB,2L3X2X3/8X3/4SLBB,11.8,3.5,2.0,,,
2L3X2X5/16SLBB,2L,2L3X2X5/16SLBB,2L3X2X5/16SLBB,10.0,2.96,2.0,,,
2L3X2X5/16X3/8SLBB,2L,2L3X2X5/16X3/8SLBB,2L3X2X5/16X3/8SLBB,10.0,2.96,2.0,,,
2L3X2X5/16X3/4SLBB,2L,2L3X2X5/16X3/4SLBB,2L3X2X5/16X3/4SLBB,10.0,2.96,2.0,,,
2L3X2X1/4SLBB,2L,2L3X2X1/4SLBB,2L3X2X1/4SLBB,8.2,2.4,2.0,,,
2L3X2X1/4X3/8SLBB,2L,2L3X2X1/4X3/8SLBB,2L3X2X1/4X3/8SLBB,8.2,2.4,2.0,,,
2L3X2X1/4X3/4SLBB,2L,2L3X2X1/4X3/4SLBB,2L3X2X1/4X3/4SLBB,8.2,2.4,2.0,,,
2L3X2X3/16SLBB,2L,2L3X2X3/16SLBB,2L3X2X3/16SLBB,6.14,1.83,2.0,,,
2L3X2X3/16X3/8SLBB,2L,2L3X2X3/16X3/8SLBB,2L3X2X3/16X3/8SLBB,6.14,1.83,2.0,,,
2L3X2X3/16X3/4SLBB,2L,2L3X2X3/16X3/4SLBB,2L3X2X3/16X3/4SLBB,6.14,1.83,2.0,,,
2L2-1/2X2X3/8SLBB,2L,2L2-1/2X2X3/8SLBB,2L2-1/2X2X3/8SLBB,10.6,3.1,2.0,,,
2L2-1/2X2X3/8X3/8SLBB,2L,2L2-1/2X2X3/8X3/8SLBB,2L2-1/2X2X3/8X3/8SLBB,10.6,3.1,2.0,,,
2L2-1/2X2X3/8X3/4SLBB,2L,2L2-1/2X2X3/8X3/4SLBB,2L2-1/2X2X3/8X3/4SLBB,10.6,3.1,2.0,,,
2L2-1/2X2X5/16SLBB,2L,2L2-1/2X2X5/16SLBB,2L2-1/2X2X5/16SLBB,9.0,2.64,2.0,,,
2L2-1/2X2X5/16X3/8SLBB,2L,2L2-1/2X2X5/16X3/8SLBB,2L2-1/2X2X5/16X3/8SLBB,9.0,2.64,2.0,,,
2L2-1/2X2X5/16X3/4SLBB,2L,2L2-1/2X2X5/16X3/4SLBB,2L2-1/2X2X5/16X3/4SLBB,9.0,2.64,2.0,,,
2L2-1/2X2X1/4SLBB,2L,2L2-1/2X2X1/4SLBB,2L2-1/2X2X1/4SLBB,7.24,2.14,2.0,,,
2L2-1/2X2X1/4X3/8SLBB,2L,2L2-1/2X2X1/4X3/8SLBB,2L2-1/2X2X1/4X3/8SLBB,7.24,2.14,2.0,,,
2L2-1/2X2X1/4X3/4SLBB,2L,2L2-1/2X2X1/4X3/4SLBB,2L2-1/2X2X1/4X3/4SLBB,7.24,2.14,2.0,,,
2L2-1/2X2X3/16SLBB,2L,2L2-1/2X2X3/16SLBB,2L2-1/2X2X3/16SLBB,5.5,1.64,2.0,,,
2L2-1/2X2X3/16X3/8SLBB,2L,2L2-1/2X2X3/16X3/8SLBB,2L2-1/2X2X3/16X3/8SLBB,5.5,1.64,2.0,,,
2L2-1/2X2X3/16X3/4SLBB,2L,2L2-1/2X2X3/16X3/4SLBB,2L2-1/2X2X3/16X3/4SLBB,5.5,1.64,2.0,,,
2L2-1/2X1-1/2X1/4SLBB,2L,2L2-1/2X1-1/2X1/4SLBB,2L2-1/2X1-1/2X1/4SLBB,6.38,1.89,1.5,,,
2L2-1/2X1-1/2X1/4X3/8SLBB,2L,2L2-1/2X1-1/2X1/4X3/8SLBB,2L2-1/2X1-1/2X1/4X3/8SLBB,6.38,1.89,1.5,,,
2L2-1/2X1-1/2X1/4X3/4SLBB,2L,2L2-1/2X1-1/2X1/4X3/4SLBB,2L2-1/2X1-1/2X1/4X3/4SLBB,6.38,1.89,1.5,,,
2L2-1/2X1-1/2X3/16SLBB,2L,2L2-1/2X1-1/2X3/16SLBB,2L2-1/2X1-1/2X3/16SLBB,4.88,1.45,1.5,,,
2L2-1/2X1-1/2X3/16X3/8SLBB,2L,2L2-1/2X1-1/2X3/16X3/8SLBB,2L2-1/2X1-1/2X3/16X3/8SLBB,4.88,1.45,1.5,,,
2L2-1/2X1-1/2X3/16X3/4SLBB,2L,2L2-1/2X1-1/2X3/16X3/4SLBB,2L2-1/2X1-1/2X3/16X3/4SLBB,4.88,1.45,1.5,,,
HSS34X10X1,HSS,HSS34X10X1,HSS34X10X1,277.07,76.2,,,,
HSS34X10X7/8,HSS,HSS34X10X.875,HSS34X10X7/8,244.88,67.3,,,,
HSS34X10X3/4,HSS,HSS34X10X.750,HSS34X10X3/4,212.0,58.2,,,,
HSS34X10X5/8,HSS,HSS34X10X.625,HSS34X10X5/8,178.41,48.9,,,,
HSS30X10X1,HSS,HSS30X10X1,HSS30X10X1,249.85,68.7,,,,
HSS30X10X7/8,HSS,HSS30X10X.875,HSS30X10X7/8,221.06,60.8,,,,
HSS30X10X3/4,HSS,HSS30X10X.750,HSS30X10X3/4,191.58,52.6,,,,
HSS30X10X5/8,HSS,HSS30X10X.625,HSS30X10X5/8,161.4,44.3,,,,
HSS30X10X1/2,HSS,HSS30X10X.500,HSS30X10X1/2,130.52,35.8,,,,
HSS24X20X3/4,HSS,HSS24X20X.750,HSS24X20X3/4,212.0,58.2,,,,
HSS24X20X5/8,HSS,HSS24X20X.625,HSS24X20X5/8,178.41,48.9,,,,
HSS24X20X1/2,HSS,HSS24X20X.500,HSS24X20X1/2,144.13,39.5,,,,
HSS24X20X3/8,HSS,HSS24X20X.375,HSS24X20X3/8,109.15,29.9,,,,
HSS24X20X5/16,HSS,HSS24X20X.313,HSS24X20X5/16,91.39,25.1,,,,
HSS24X18X3/4,HSS,HSS24X18X.750,HSS24X18X3/4,201.79,55.4,,,,
HSS24X18X5/8,HSS,HSS24X18X.625,HSS24X18X5/8,169.91,46.6,,,,
HSS24X18X1/2,HSS,HSS24X18X.500,HSS24X18X1/2,137.32,37.6,,,,
HSS24X18X3/8,HSS,HSS24X18X.375,HSS24X18X3/8,104.04,28.5,,,,
HSS24X18X5/16,HSS,HSS24X18X.313,HSS24X18X5/16,87.14,23.9,,,,
HSS24X16X3/4,HSS,HSS24X16X.750,HSS24X16X3/4,191.58,52.6,,,,
HSS24X16X5/8,HSS,HSS24X16X.625,HSS24X16X5/8,161.4,44.3,,,,
HSS24X16X1/2,HSS,HSS24X16X.500,HSS24X16X1/2,130.52,35.8,,,,
HSS24X16X3/8,HSS,HSS24X16X.375,HSS24X16X3/8,98.94,27.1,,,,
HSS24X16X5/16,HSS,HSS24X16X.313,HSS24X16X5/16,82.88,22.7,,,,
HSS24X14X3/4,HSS,HSS24X14X.750,HSS24X14X3/4,181.37,49.8,,,,
HSS24X14X5/8,HSS,HSS24X14X.625,HSS24X14X5/8,152.89,41.9,,,,
HSS24X14X1/2,HSS,HSS24X14X.500,HSS24X14X1/2,123.71,33.9,,,,
HSS24X14X3/8,HSS,HSS24X14X.375,HSS24X14X3/8,93.83,25.7,,,,
HSS24X14X5/16,HSS,HSS24X14X.313,HSS24X14X5/16,78.63,21.6,,,,
HSS24X14X1/4,HSS,HSS24X14X.250,HSS24X14X1/4,63.25,17.4,,,,
HSS24X12X1,HSS,HSS24X12X1,HSS24X12X1,222.63,61.3,,,,
HSS24X12X7/8,HSS,HSS24X12X.875,HSS24X12X7/8,197.24,54.3,,,,
HSS24X12X3/4,HSS,HSS24X12X.750,HSS24X12X3/4,171.16,47.1,,,,
HSS24X12X5/8,HSS,HSS24X12X.625,HSS24X12X5/8,144.39,39.6,,,,
HSS24X12X1/2,HSS,HSS24X12X.500,HSS24X12X1/2,116.91,32.1,,,,
HSS24X12X3/8,HSS,HSS24X12X.375,HSS24X12X3/8,88.73,24.3,,,,
HSS24X12X5/16,HSS,HSS24X12X.313,HSS24X12X5/16,74.38,20.4,,,,
HSS24X12X1/4,HSS,HSS24X12X.250,HSS24X12X1/4,59.85,16.4,,,,
HSS24X8X1/2,HSS,HSS24X8X.500,HSS24X8X1/2,103.3,28.3,,,,
HSS24X8X3/8,HSS,HSS24X8X.375,HSS24X8X3/8,78.52,21.5,,,,
HSS24X8X5/16,HSS,HSS24X8X.313,HSS24X8X5/16,65.87,18.1,,,,
HSS24X8X1/4,HSS,HSS24X8X.250,HSS24X8X1/4,53.05,14.6,,,,
HSS22X22X1,HSS,HSS22X22X1,HSS22X22X1,277.07,76.2,,,,
HSS22X22X7/8,HSS,HSS22X22X.875,HSS22X22X7/8,244.88,67.3,,,,
HSS22X22X3/4,HSS,HSS22X22X.750,HSS22X22X3/4,212.0,58.2,,,,
HSS22X22X5/8,HSS,HSS22X22X.625,HSS22X22X5/8,178.41,48.9,,,,
HSS22X22X1/2,HSS,HSS22X22X.500,HSS22X22X1/2,144.13,39.5,,,,
HSS22X20X3/4,HSS,HSS22X20X.750,HSS22X20X3/4,201.79,55.4,,,,
HSS22X20X5/8,HSS,HSS22X20X.625,HSS22X20X5/8,169.91,46.6,,,,
HSS22X20X1/2,HSS,HSS22X20X.500,HSS22X20X1/2,137.32,37.6,,,,
HSS22X20X3/8,HSS,HSS22X20X.375,HSS22X20X3/8,104.04,28.5,,,,
HSS22X20X5/16,HSS,HSS22X20X.313,HSS22X20X5/16,87.14,23.9,,,,
HSS22X18X3/4,HSS,HSS22X18X.750,HSS22X18X3/4,191.58,52.6,,,,
HSS22X18X5/8,HSS,HSS22X18X.625,HSS22X18X5/8,161.4,44.3,,,,
HSS22X18X1/2,HSS,HSS22X18X.500,HSS22X18X1/2,130.52,35.8,,,,
HSS22X18X3/8,HSS,HSS22X18X.375,HSS22X18X3/8,98.94,27.1,,,,
HSS22X18X5/16,HSS,HSS22X18X.313,HSS22X18X5/16,82.88,22.7,,,,
HSS22X16X3/4,HSS,HSS22X16X.750,HSS22X16X3/4,181.37,49.8,,,,
HSS22X16X5/8,HSS,HSS22X16X.625,HSS22X16X5/8,152.89,41.9,,,,
HSS22X16X1/2,HSS,HSS22X16X.500,HSS22X16X1/2,123.71,33.9,,,,
HSS22X16X3/8,HSS,HSS22X16X.375,HSS22X16X3/8,93.83,25.7,,,,
HSS22X16X5/16,HSS,HSS22X16X.313,HSS22X16X5/16,78.63,21.6,,,,
HSS22X16X1/4,HSS,HSS22X16X.250,HSS22X16X1/4,63.25,17.4,,,,
HSS22X14X3/4,HSS,HSS22X14X.750,HSS22X14X3/4,171.16,47.1,,,,
HSS22X14X5/8,HSS,HSS22X14X.625,HSS22X14X5/8,144.39,39.6,,,,
HSS22X14X1/2,HSS,HSS22X14X.500,HSS22X14X1/2,116.91,32.1,,,,
HSS22X14X3/8,HSS,HSS22X14X.375,HSS22X14X3/8,88.73,24.3,,,,
HSS22X14X5/16,HSS,HSS22X14X.313,HSS22X14X5/16,74.38,20.4,,,,
HSS22X14X1/4,HSS,HSS22X14X.250,HSS22X14X1/4,59.85,16.4,,,,
HSS22X10X5/8,HSS,HSS22X10X.625,HSS22X10X5/8,127.37,35.0,,,,
HSS22X10X1/2,HSS,HSS22X10X.500,HSS22X10X1/2,103.3,28.3,,,,
HSS22X10X3/8,HSS,HSS22X10X.375,HSS22X10X3/8,78.52,21.5,,,,
HSS22X10X5/16,HSS,HSS22X10X.313,HSS22X10X5/16,65.87,18.1,,,,
HSS22X10X1/4,HSS,HSS22X10X.250,HSS22X10X1/4,53.05,14.6,,,,
HSS20X20X1,HSS,HSS20X20X1,HSS20X20X1,249.85,68.7,,,,
HSS20X20X7/8,HSS,HSS20X20X.875,HSS20X20X7/8,221.06,60.8,,,,
HSS20X20X3/4,HSS,HSS20X20X.750,HSS20X20X3/4,191.58,52.6,,,,
HSS20X20X5/8,HSS,HSS20X20X.625,HSS20X20X5/8,161.4,44.3,,,,
HSS20X20X1/2,HSS,HSS20X20X.500,HSS20X20X1/2,130.52,35.8,,,,
HSS20X20X3/8,HSS,HSS20X20X.375,HSS20X20X3/8,98.94,27.1,,,,
HSS20X20X5/16,HSS,HSS20X20X.313,HSS20X20X5/16,82.88,22.7,,,,
HSS20X16X3/4,HSS,HSS20X16X.750,HSS20X16X3/4,171.16,47.1,,,,
HSS20X16X5/8,HSS,HSS20X16X.625,HSS20X16X5/8,144.39,39.6,,,,
HSS20X16X1/2,HSS,HSS20X16X.500,HSS20X16X1/2,116.91,32.1,,,,
HSS20X16X3/8,HSS,HSS20X16X.375,HSS20X16X3/8,88.73,24.3,,,,
HSS20X16X5/16,HSS,HSS20X16X.313,HSS20X16X5/16,74.38,20.4,,,,
HSS20X16X1/4,HSS,HSS20X16X.250,HSS20X16X1/4,59.85,16.4,,,,
HSS20X12X1,HSS,HSS20X12X1,HSS20X12X1,195.4,53.8,,,,
HSS20X12X7/8,HSS,HSS20X12X.875,HSS20X12X7/8,173.43,47.7,,,,
HSS20X12X3/4,HSS,HSS20X12X.750,HSS20X12X3/4,150.75,41.5,,,,
HSS20X12X5/8,HSS,HSS20X12X.625,HSS20X12X5/8,127.37,35.0,,,,
HSS20X12X1/2,HSS,HSS20X12X.500,HSS20X12X1/2,103.3,28.3,,,,
HSS20X12X3/8,HSS,HSS20X12X.375,HSS20X12X3/8,78.52,21.5,,,,
HSS20X12X5/16,HSS,HSS20X12X.313,HSS20X12X5/16,65.87,18.1,,,,
HSS20X8X1,HSS,HSS20X8X1,HSS20X8X1,168.18,46.4,,,,
HSS20X8X7/8,HSS,HSS20X8X.875,HSS20X8X7/8,149.61,41.2,,,,
HSS20X8X3/4,HSS,HSS20X8X.750,HSS20X8X3/4,130.33,35.9,,,,
HSS20X8X5/8,HSS,HSS20X8X.625,HSS20X8X5/8,110.36,30.3,,,,
HSS20X8X1/2,HSS,HSS20X8X.500,HSS20X8X1/2,89.68,24.6,,,,
HSS20X8X3/8,HSS,HSS20X8X.375,HSS20X8X3/8,68.31,18.7,,,,
HSS20X8X5/16,HSS,HSS20X8X.313,HSS20X8X5/16,57.36,15.7,,,,
HSS20X6X5/8,HSS,HSS20X6X.625,HSS20X6X5/8,101.85,28.0,,,,
HSS20X6X1/2,HSS,HSS20X6X.500,HSS20X6X1/2,82.88,22.8,,,,
HSS20X6X3/8,HSS,HSS20X6X.375,HSS20X6X3/8,63.21,17.3,,,,
HSS20X6X5/16,HSS,HSS20X6X.313,HSS20X6X5/16,53.11,14.6,,,,
HSS20X6X1/4,HSS,HSS20X6X.250,HSS20X6X1/4,42.84,11.8,,,,
HSS20X4X1/2,HSS,HSS20X4X.500,HSS20X4X1/2,76.07,20.9,,,,
HSS20X4X3/8,HSS,HSS20X4X.375,HSS20X4X3/8,58.1,16.0,,,,
HSS20X4X5/16,HSS,HSS20X4X.313,HSS20X4X5/16,48.86,13.4,,,,
HSS20X4X1/4,HSS,HSS20X4X.250,HSS20X4X1/4,39.43,10.8,,,,
HSS18X18X1,HSS,HSS18X18X1,HSS18X18X1,222.63,61.3,,,,
HSS18X18X7/8,HSS,HSS18X18X.875,HSS18X18X7/8,197.24,54.3,,,,
HSS18X18X3/4,HSS,HSS18X18X.750,HSS18X18X3/4,171.16,47.1,,,,
HSS18X18X5/8,HSS,HSS18X18X.625,HSS18X18X5/8,144.39,39.6,,,,
HSS18X18X1/2,HSS,HSS18X18X.500,HSS18X18X1/2,116.91,32.1,,,,
HSS18X18X3/8,HSS,HSS18X18X.375,HSS18X18X3/8,88.73,24.3,,,,
HSS18X18X5/16,HSS,HSS18X18X.313,HSS18X18X5/16,74.38,20.4,,,,
HSS18X18X1/4,HSS,HSS18X18X.250,HSS18X18X1/4,59.85,16.4,,,,
HSS18X10X5/8,HSS,HSS18X10X.625,HSS18X10X5/8,110.36,30.3,,,,
HSS18X10X1/2,HSS,HSS18X10X.500,HSS18X10X1/2,89.68,24.6,,,,
HSS18X10X3/8,HSS,HSS18X10X.375,HSS18X10X3/8,68.31,18.7,,,,
HSS18X10X5/16,HSS,HSS18X10X.313,HSS18X10X5/16,57.36,15.7,,,,
HSS18X10X1/4,HSS,HSS18X10X.250,HSS18X10X1/4,46.24,12.7,,,,
HSS18X8X5/8,HSS,HSS18X8X.625,HSS18X8X5/8,101.85,28.0,,,,
HSS18X8X1/2,HSS,HSS18X8X.500,HSS18X8X1/2,82.88,22.8,,,,
HSS18X8X3/8,HSS,HSS18X8X.375,HSS18X8X3/8,63.21,17.3,,,,
HSS18X8X5/16,HSS,HSS18X8X.313,HSS18X8X5/16,53.11,14.6,,,,
HSS18X8X1/4,HSS,HSS18X8X.250,HSS18X8X1/4,42.84,11.8,,,,
HSS18X6X3/4,HSS,HSS18X6X.750,HSS18X6X3/4,109.91,30.3,,,,
HSS18X6X5/8,HSS,HSS18X6X.625,HSS18X6X5/8,93.34,25.7,,,,
HSS18X6X1/2,HSS,HSS18X6X.500,HSS18X6X1/2,76.07,20.9,,,,
HSS18X6X3/8,HSS,HSS18X6X.375,HSS18X6X3/8,58.1,16.0,,,,
HSS18X6X5/16,HSS,HSS18X6X.313,HSS18X6X5/16,48.86,13.4,,,,
HSS18X6X1/4,HSS,HSS18X6X.250,HSS18X6X1/4,39.43,10.8,,,,
HSS16X16X1,HSS,HSS16X16X1,HSS16X16X1,195.4,53.8,,,,
HSS16X16X7/8,HSS,HSS16X16X.875,HSS16X16X7/8,173.43,47.7,,,,
HSS16X16X3/4,HSS,HSS16X16X.750,HSS16X16X3/4,150.75,41.5,,,,
HSS16X16X5/8,HSS,HSS16X16X.625,HSS16X16X5/8,127.37,35.0,,,,
HSS16X16X1/2,HSS,HSS16X16X.500,HSS16X16X1/2,103.3,28.3,,,,
HSS16X16X3/8,HSS,HSS16X16X.375,HSS16X16X3/8,78.52,21.5,,,,
HSS16X16X5/16,HSS,HSS16X16X.313,HSS16X16X5/16,65.87,18.1,,,,
HSS16X16X1/4,HSS,HSS16X16X.250,HSS16X16X1/4,53.05,14.6,,,,
HSS16X12X1,HSS,HSS16X12X1,HSS16X12X1,168.18,46.4,,,,
HSS16X12X7/8,HSS,HSS16X12X.875,HSS16X12X7/8,149.61,41.2,,,,
HSS16X12X3/4,HSS,HSS16X12X.750,HSS16X12X3/4,130.33,35.9,,,,
HSS16X12X5/8,HSS,HSS16X12X.625,HSS16X12X5/8,110.36,30.3,,,,
HSS16X12X1/2,HSS,HSS16X12X.500,HSS16X12X1/2,89.68,24.6,,,,
HSS16X12X3/8,HSS,HSS16X12X.375,HSS16X12X3/8,68.31,18.7,,,,
HSS16X12X5/16,HSS,HSS16X12X.313,HSS16X12X5/16,57.36,15.7,,,,
HSS16X10X5/8,HSS,HSS16X10X.625,HSS16X10X5/8,101.85,28.0,,,,
HSS16X10X1/2,HSS,HSS16X10X.500,HSS16X10X1/2,82.88,22.8,,,,
HSS16X10X3/8,HSS,HSS16X10X.375,HSS16X10X3/8,63.21,17.3,,,,
HSS16X10X5/16,HSS,HSS16X10X.313,HSS16X10X5/16,53.11,14.6,,,,
HSS16X10X1/4,HSS,HSS16X10X.250,HSS16X10X1/4,42.84,11.8,,,,
HSS16X8X7/8,HSS,HSS16X8X.875,HSS16X8X7/8,125.79,34.7,,,,
HSS16X8X3/4,HSS,HSS16X8X.750,HSS16X8X3/4,109.91,30.3,,,,
HSS16X8X5/8,HSS,HSS16X8X.625,HSS16X8X5/8,93.34,25.7,,,,
HSS16X8X1/2,HSS,HSS16X8X.500,HSS16X8X1/2,76.07,20.9,,,,
HSS16X8X3/8,HSS,HSS16X8X.375,HSS16X8X3/8,58.1,16.0,,,,
HSS16X8X5/16,HSS,HSS16X8X.313,HSS16X8X5/16,48.86,13.4,,,,
HSS16X8X1/4,HSS,HSS16X8X.250,HSS16X8X1/4,39.43,10.8,,,,
HSS16X6X5/8,HSS,HSS16X6X.625,HSS16X6X5/8,84.84,23.3,,,,
HSS16X6X1/2,HSS,HSS16X6X.500,HSS16X6X1/2,69.27,19.0,,,,
HSS16X6X3/8,HSS,HSS16X6X.375,HSS16X6X3/8,53.0,14.6,,,,
HSS16X6X5/16,HSS,HSS16X6X.313,HSS16X6X5/16,44.6,12.2,,,,
HSS16X6X1/4,HSS,HSS16X6X.250,HSS16X6X1/4,36.03,9.9,,,,
HSS16X6X3/16,HSS,HSS16X6X.188,HSS16X6X3/16,27.29,7.46,,,,
HSS16X4X5/8,HSS,HSS16X4X.625,HSS16X4X5/8,76.33,21.0,,,,
HSS16X4X1/2,HSS,HSS16X4X.500,HSS16X4X1/2,62.46,17.2,,,,
HSS16X4X3/8,HSS,HSS16X4X.375,HSS16X4X3/8,47.9,13.2,,,,
HSS16X4X5/16,HSS,HSS16X4X.313,HSS16X4X5/16,40.35,11.1,,,,
HSS16X4X1/4,HSS,HSS16X4X.250,HSS16X4X1/4,32.63,8.96,,,,
HSS16X4X3/16,HSS,HSS16X4X.188,HSS16X4X3/16,24.73,6.76,,,,
HSS14X14X1,HSS,HSS14X14X1,HSS14X14X1,168.18,46.4,,,,
HSS14X14X7/8,HSS,HSS14X14X.875,HSS14X14X7/8,149.61,41.2,,,,
HSS14X14X3/4,HSS,HSS14X14X.750,HSS14X14X3/4,130.33,35.9,,,,
HSS14X14X5/8,HSS,HSS14X14X.625,HSS14X14X5/8,110.36,30.3,,,,
HSS14X14X1/2,HSS,HSS14X14X.500,HSS14X14X1/2,89.68,24.6,,,,
HSS14X14X3/8,HSS,HSS14X14X.375,HSS14X14X3/8,68.31,18.7,,,,
HSS14X14X5/16,HSS,HSS14X14X.313,HSS14X14X5/16,57.36,15.7,,,,
HSS14X14X1/4,HSS,HSS14X14X.250,HSS14X14X1/4,46.24,12.7,,,,
HSS14X12X5/8,HSS,HSS14X12X.625,HSS14X12X5/8,101.85,28.0,,,,
HSS14X12X1/2,HSS,HSS14X12X.500,HSS14X12X1/2,82.88,22.8,,,,
HSS14X12X3/8,HSS,HSS14X12X.375,HSS14X12X3/8,63.21,17.3,,,,
HSS14X12X5/16,HSS,HSS14X12X.313,HSS14X12X5/16,53.11,14.6,,,,
HSS14X12X1/4,HSS,HSS14X12X.250,HSS14X12X1/4,42.84,11.8,,,,
HSS14X10X7/8,HSS,HSS14X10X.875,HSS14X10X7/8,125.79,34.7,,,,
HSS14X10X3/4,HSS,HSS14X10X.750,HSS14X10X3/4,109.91,30.3,,,,
HSS14X10X5/8,HSS,HSS14X10X.625,HSS14X10X5/8,93.34,25.7,,,,
HSS14X10X1/2,HSS,HSS14X10X.500,HSS14X10X1/2,76.07,20.9,,,,
HSS14X10X3/8,HSS,HSS14X10X.375,HSS14X10X3/8,58.1,16.0,,,,
HSS14X10X5/16,HSS,HSS14X10X.313,HSS14X10X5/16,48.86,13.4,,,,
HSS14X10X1/4,HSS,HSS14X10X.250,HSS14X10X1/4,39.43,10.8,,,,
HSS14X8X5/8,HSS,HSS14X8X.625,HSS14X8X5/8,84.84,23.3,,,,
HSS14X8X1/2,HSS,HSS14X8X.500,HSS14X8X1/2,69.27,19.0,,,,
HSS14X8X3/8,HSS,HSS14X8X.375,HSS14X8X3/8,53.0,14.6,,,,
HSS14X8X5/16,HSS,HSS14X8X.313,HSS14X8X5/16,44.6,12.2,,,,
HSS14X8X1/4,HSS,HSS14X8X.250,HSS14X8X1/4,36.03,9.9,,,,
HSS14X8X3/16,HSS,HSS14X8X.188,HSS14X8X3/16,27.29,7.46,,,,
HSS14X6X5/8,HSS,HSS14X6X.625,HSS14X6X5/8,76.33,21.0,,,,
HSS14X6X1/2,HSS,HSS14X6X.500,HSS14X6X1/2,62.46,17.2,,,,
HSS14X6X3/8,HSS,HSS14X6X.375,HSS14X6X3/8,47.9,13.2,,,,
HSS14X6X5/16,HSS,HSS14X6X.313,HSS14X6X5/16,40.35,11.1,,,,
HSS14X6X1/4,HSS,HSS14X6X.250,HSS14X6X1/4,32.63,8.96,,,,
HSS14X6X3/16,HSS,HSS14X6X.188,HSS14X6X3/16,24.73,6.76,,,,
HSS14X4X5/8,HSS,HSS14X4X.625,HSS14X4X5/8,67.82,18.7,,,,
HSS14X4X1/2,HSS,HSS14X4X.500,HSS14X4X1/2,55.66,15.3,,,,
HSS14X4X3/8,HSS,HSS14X4X.375,HSS14X4X3/8,42.79,11.8,,,,
HSS14X4X5/16,HSS,HSS14X4X.313,HSS14X4X5/16,36.1,9.92,,,,
HSS14X4X1/4,HSS,HSS14X4X.250,HSS14X4X1/4,29.23,8.03,,,,
HSS14X4X3/16,HSS,HSS14X4X.188,HSS14X4X3/16,22.18,6.06,,,,
HSS12X12X1,HSS,HSS12X12X1,HSS12X12X1,140.96,39.0,,,,
HSS12X12X7/8,HSS,HSS12X12X.875,HSS12X12X7/8,125.79,34.7,,,,
HSS12X12X3/4,HSS,HSS12X12X.750,HSS12X12X3/4,109.91,30.3,,,,
HSS12X12X5/8,HSS,HSS12X12X.625,HSS12X12X5/8,93.34,25.7,,,,
HSS12X12X1/2,HSS,HSS12X12X.500,HSS12X12X1/2,76.07,20.9,,,,
HSS12X12X3/8,HSS,HSS12X12X.375,HSS12X12X3/8,58.1,16.0,,,,
HSS12X12X5/16,HSS,HSS12X12X.313,HSS12X12X5/16,48.86,13.4,,,,
HSS12X12X1/4,HSS,HSS12X12X.250,HSS12X12X1/4,39.43,10.8,,,,
HSS12X12X3/16,HSS,HSS12X12X.188,HSS12X12X3/16,29.84,8.15,,,,
HSS12X10X5/8,HSS,HSS12X10X.625,HSS12X10X5/8,84.84,23.3,,,,
HSS12X10X1/2,HSS,HSS12X10X.500,HSS12X10X1/2,69.27,19.0,,,,
HSS12X10X3/8,HSS,HSS12X10X.375,HSS12X10X3/8,53.0,14.6,,,,
HSS12X10X5/16,HSS,HSS12X10X.313,HSS12X10X5/16,44.6,12.2,,,,
HSS12X10X1/4,HSS,HSS12X10X.250,HSS12X10X1/4,36.03,9.9,,,,
HSS12X10X3/16,HSS,HSS12X10X.188,HSS12X10X3/16,27.29,7.46,,,,
HSS12X8X5/8,HSS,HSS12X8X.625,HSS12X8X5/8,76.33,21.0,,,,
HSS12X8X1/2,HSS,HSS12X8X.500,HSS12X8X1/2,62.46,17.2,,,,
HSS12X8X3/8,HSS,HSS12X8X.375,HSS12X8X3/8,47.9,13.2,,,,
HSS12X8X5/16,HSS,HSS12X8X.313,HSS12X8X5/16,40.35,11.1,,,,
HSS12X8X1/4,HSS,HSS12X8X.250,HSS12X8X1/4,32.63,8.96,,,,
HSS12X8X3/16,HSS,HSS12X8X.188,HSS12X8X3/16,24.73,6.76,,,,
HSS12X6X5/8,HSS,HSS12X6X.625,HSS12X6X5/8,67.82,18.7,,,,
HSS12X6X1/2,HSS,HSS12X6X.500,HSS12X6X1/2,55.66,15.3,,,,
